sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610598,0.0088926387080411843,0.0035700916730328496,0.1507027850208375,0.024642014811477386,0.031611580474684514,0.0090759118687507457,0.021270294727296003,0.0080204727043719486,0.72164528320276067,0.018038501316365092,0.00021739130434782607,0.0023130341880341883
SRR14610707,0.01537888762536427,0.0500423056132034,0.26817052420833387,0.045090935431957087,0.11616334413201254,0.012902424617865796,0.078133067590304417,0.011986094658695278,0.38932431049809779,0.0065170525295138301,0.00081250000000000007,0.0054785530946521652
SRR14610725,0.060056368518249303,0.012200565731138488,0.019301479136618459,0.27226746797757384,0.023208264237482502,0.0075996588693957121,0.039802462393987159,0.017005538579067992,0.52458224227550476,0.0047468958629949343,0.01322386971872098,0.0060051866992656463
SRR14610644,0.040742796519188003,0.00050000000000000001,0.0041414141414141412,0.71374493056766686,0.014219171968046309,0.00079411764705882351,0.022022131365628136,0.00045454545454545455,0.193597055142327,0.0060404018357915253,0.0037434353583330571,0
SRR14610635,0.11859458668472164,0.0018636363636363633,0.011888311228675006,0.45047798854183474,0.036745248452098284,0.0016111111111111109,0.026901464515465389,0.003856383367757712,0.33217447088253743,0.0081541454761268999,0.0077326533760357294,0
SRR14610734,0.014360740867319815,0.012535274666853615,0.023933587294460226,0.045345519876244057,0.053829128638221369,0.039211700621023873,0.22080423779511651,0.0088610019366598316,0.55265642598285791,0.026892081569363159,0.00095,0.00062030075187969919
SRR14610659,0.013878092152085958,0.0092080886734524497,0.0085712011586624587,0.17863083502791913,0.42862546664609552,0.0060411255411255407,0.021974635213016888,0.006886839323910262,0.29152011609186218,0.030834933955046013,0.003444050832208727,0.00038461538461538462
SRR14610596,0.026796598762696147,0.030184014625650436,0.18039593201346296,0.15958587718610931,0.042009291001396255,0.0060111121260098257,0.018588765787875695,0.0082011289558469522,0.47745200551157585,0.046117781521883686,0.0040324925074925076,0.00062500000000000001
SRR14610642,0.11738341419670505,0,0.0026577540106951869,0.64464257967806571,0.013644100997042174,0.0002941176470588235,0.018579875082777562,0.0015384615384615385,0.19707057632919117,0.0026846854126265892,0.0012103174603174602,0.0002941176470588235
SRR14610723,0.074300585511204359,0,0,0.75849320270559639,0.0068868994203325883,0,0.0067557833248622721,0.0015384615384615385,0.13838646035710742,0.013122734126562029,0.00051587301587301582,0
SRR14610705,0.0058083485142308676,0.058545194442640239,0.090833548610831857,0.026812776963318758,0.27358655697680989,0.026008352650961002,0.02042453121497239,0.0034297438672438673,0.45668218748678768,0.018809231618055151,0.0089851098334070463,0.01007441782074135
SRR14610651,0.071953300536715212,0,0,0.83878844991120349,0.00047727272727272728,0,0.0028157467532467532,0.0015384615384615385,0.081076119182450807,0.0021006493506493507,0.00125,0
SRR14610714,0.056337322763086645,0.012946045905680445,0.0032048872180451128,0.078154145955187465,0.011888219723434758,0.019669516506548738,0.062816633012520717,0.0089416504548083513,0.72868371859366576,0.0035113353708554952,0.0031530365769496197,0.010693487919216487
SRR14610602,0.025181128908893416,0.0053194444444444444,0.041399710869102782,0.44814712210528462,0.040723147508591365,0.0034329336556116739,0.0041073414889204359,0.0050688523433088653,0.41195668655632794,0.013584086664969018,0.00085227272727272734,0.00022727272727272727
SRR14610701,0.058885014047064789,0.0096622636694231132,0.0077340223341367496,0.26591526180554337,0.10756213926078305,0.0052990337835539074,0.038148202051646304,0.021294172774511649,0.4187046674784663,0.055256228171241963,0.010079308476443019,0.0014596861471861471
SRR14610710,0.019088244121719354,0.0057525350251743448,0.010919059784384861,0.23868089167024922,0.16790065336280505,0.0045325736355148116,0.03130744219231061,0.0061765373515373524,0.49597587255795472,0.01005388411038566,0.0061748061879640832,0.0034375
SRR14610727,0.33326780020655383,0.00025000000000000001,0.0042222381376793147,0.25224194905728425,0.022268588329380497,0.0020376984126984129,0.042955729312229157,0.026246078146924492,0.30182406276662582,0.012768502150770961,0.00191735347985348,0
